supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-000318,Supplier 318,0.68,-46.77,74.34,APAC,2,608637,2024-04-24
SUP-000319,Supplier 319,0.3,-48.88,-4.05,APAC,1,622617,2026-06-03
SUP-000320,Supplier 320,0.94,-19.54,36.12,NA,2,4903639,2025-07-29
SUP-000321,Supplier 321,0.91,-58.38,-96.88,APAC,3,164896,2024-02-23
SUP-000322,Supplier 322,0.48,-3.58,-43.74,NA,1,122426,2025-06-08
SUP-000323,Supplier 323,0.33,32.0,131.49,EMEA,2,93395,2026-07-03
SUP-000324,Supplier 324,0.53,44.18,-140.44,EMEA,3,3146269,2026-05-29
SUP-000325,Supplier 325,0.84,18.56,35.13,APAC,3,4632708,2024-07-03
SUP-000326,Supplier 326,0.65,50.09,-113.66,LATAM,4,867057,2025-01-24
SUP-000327,Supplier 327,0.8,-7.15,124.75,EMEA,1,3980794,2026-07-20
SUP-000328,Supplier 328,0.53,50.34,28.46,LATAM,4,3599095,2026-01-08
SUP-000329,Supplier 329,0.63,5.84,-34.9,NA,2,1156582,2025-06-12
SUP-000330,Supplier 330,0.29,-31.01,-90.06,NA,1,361327,2024-10-14
SUP-000331,Supplier 331,0.73,62.74,-22.74,APAC,4,2444677,2025-12-21
SUP-000332,Supplier 332,0.21,-24.25,164.74,NA,3,414693,
SUP-000333,Supplier 333,0.69,-56.59,3.32,EMEA,3,576714,2025-05-09
SUP-000334,Supplier 334,0.85,-28.45,-10.98,LATAM,2,2336795,2026-05-25
SUP-000335,Supplier 335,0.14,-12.33,88.66,NA,4,4080142,
SUP-000336,Supplier 336,0.61,-14.32,-43.54,APAC,1,4970107,2025-08-13
SUP-000337,Supplier 337,0.1,8.21,-26.13,EMEA,1,3142930,2024-02-11
SUP-000338,Supplier 338,0.72,54.81,-58.7,APAC,1,1389816,2025-11-02
SUP-000339,Supplier 339,0.09,-22.0,-125.67,LATAM,3,1648194,2025-05-31
SUP-000340,Supplier 340,0.93,7.7,76.97,NA,1,3066515,2026-04-06
SUP-000341,Supplier 341,0.14,-15.78,134.29,NA,4,874332,2024-11-10
SUP-000342,Supplier 342,0.95,46.83,146.01,APAC,1,2597809,2026-05-23
SUP-000343,Supplier 343,0.79,-39.51,137.09,NA,3,3846887,2025-06-27
SUP-000344,Supplier 344,0.59,-46.54,-17.36,LATAM,4,4212176,2024-07-15
SUP-000345,Supplier 345,0.78,5.39,-77.74,NA,4,305073,2024-05-31
SUP-000346,Supplier 346,0.79,27.35,49.65,APAC,2,1450062,2024-07-03
SUP-000347,Supplier 347,0.94,43.42,163.69,NA,1,1281485,2024-10-12
SUP-000348,Supplier 348,0.26,16.65,81.74,APAC,4,2779172,2025-06-03
SUP-000349,Supplier 349,0.59,40.6,-1.85,NA,2,934716,2026-03-30
SUP-000350,Supplier 350,0.1,-8.95,67.97,EMEA,4,4753611,2026-07-28
SUP-000351,Supplier 351,0.61,-55.73,98.11,EMEA,1,4586286,2025-10-02
SUP-000352,Supplier 352,0.18,-44.91,150.94,EMEA,3,1669603,2025-04-07
SUP-000353,Supplier 353,0.56,-54.97,94.76,APAC,1,2041411,2025-08-01
SUP-000354,Supplier 354,0.57,-17.24,-24.05,NA,2,2202633,2024-11-08
SUP-000355,Supplier 355,0.47,4.41,-81.5,APAC,1,222731,2024-08-19
SUP-000356,Supplier 356,0.52,-13.68,-0.04,NA,4,4445178,
SUP-000357,Supplier 357,0.76,12.88,-61.86,LATAM,3,3899055,2026-02-20
SUP-000358,Supplier 358,0.79,2.48,159.4,EMEA,1,1669169,2024-03-01
SUP-000359,Supplier 359,0.49,28.13,2.87,NA,2,2741721,2024-04-14
SUP-000360,Supplier 360,0.6,26.71,-10.06,APAC,2,1909562,2024-06-16
SUP-000361,Supplier 361,0.92,-18.65,-54.65,NA,3,1148660,2024-07-17
SUP-000362,Supplier 362,0.13,-14.99,50.19,NA,2,1527552,2024-05-20
SUP-000363,Supplier 363,0.12,16.07,7.22,LATAM,2,544377,2024-05-02
SUP-000364,Supplier 364,0.1,17.54,-133.54,APAC,4,4049561,2024-01-27
SUP-000365,Supplier 365,0.65,-19.09,132.91,LATAM,3,3277369,2024-11-24
SUP-000366,Supplier 366,0.42,-17.06,-50.76,NA,4,4652630,2025-11-12
SUP-000367,Supplier 367,0.77,30.23,-24.27,LATAM,4,42768,2024-05-28
SUP-000368,Supplier 368,0.67,24.16,-105.96,EMEA,4,3159183,2024-11-03
SUP-000369,Supplier 369,0.34,-42.44,19.22,APAC,4,2806371,2026-07-07
SUP-000370,Supplier 370,0.89,-2.66,72.74,EMEA,3,3121914,2024-06-08
SUP-000371,Supplier 371,0.76,56.05,137.22,APAC,3,4948644,2026-07-20
SUP-000372,Supplier 372,0.28,-55.28,-161.42,EMEA,3,1956118,2025-04-28
SUP-000373,Supplier 373,0.37,51.17,170.4,NA,1,713752,2025-11-14
SUP-000374,Supplier 374,0.32,-38.79,73.37,LATAM,4,72293,2024-11-01
SUP-000375,Supplier 375,0.16,5.94,-77.65,EMEA,3,2465156,2024-11-02
SUP-000376,Supplier 376,0.15,-4.84,-106.39,LATAM,4,877948,2025-01-06
SUP-000377,Supplier 377,0.93,-58.68,-73.41,NA,3,714131,
SUP-000378,Supplier 378,0.44,59.0,135.26,EMEA,2,745717,2024-10-24
SUP-000379,Supplier 379,0.39,-0.86,-75.1,NA,2,1392095,2026-04-24
SUP-000380,Supplier 380,0.73,64.05,-13.38,LATAM,4,588251,2024-01-04
SUP-000381,Supplier 381,0.55,-22.72,74.07,LATAM,3,2434685,2025-06-24
SUP-000382,Supplier 382,0.93,52.62,133.92,NA,4,3273696,2025-10-11
SUP-000383,Supplier 383,0.77,59.91,57.09,APAC,3,1453719,2024-05-13
SUP-000384,Supplier 384,0.48,12.39,91.12,NA,3,690381,2024-04-14
SUP-000385,Supplier 385,0.38,-33.65,-117.6,EMEA,1,2866403,2025-06-05
SUP-000386,Supplier 386,0.98,29.08,135.87,LATAM,1,437313,2024-07-25
SUP-000387,Supplier 387,0.71,11.37,-80.74,LATAM,3,3690576,2026-07-12
SUP-000388,Supplier 388,0.94,62.79,-133.78,NA,1,1919081,2024-06-28
SUP-000389,Supplier 389,0.13,-2.89,171.45,LATAM,1,2055673,2024-05-03
SUP-000390,Supplier 390,0.84,-25.09,-107.41,NA,4,1252623,2024-11-08
SUP-000391,Supplier 391,0.63,-42.02,-130.81,APAC,3,1421322,2024-11-09
SUP-000392,Supplier 392,0.13,30.82,45.37,APAC,1,737844,2024-05-31
SUP-000393,Supplier 393,0.59,66.63,-65.21,NA,2,2794456,2025-09-19
SUP-000394,Supplier 394,0.68,-56.32,-131.99,LATAM,2,739178,2024-11-23
SUP-000395,Supplier 395,0.02,36.26,36.4,NA,1,3405917,2025-05-12
SUP-000396,Supplier 396,0.46,60.5,93.23,APAC,3,1288466,2024-08-17
SUP-000397,Supplier 397,0.82,-50.28,105.55,NA,2,2831529,2024-04-01
SUP-000398,Supplier 398,0.3,-45.68,-124.02,NA,4,2688880,2024-02-27
SUP-000399,Supplier 399,0.46,29.95,20.47,LATAM,1,3170761,2024-02-19
SUP-000400,Supplier 400,0.44,24.24,112.92,NA,4,3792897,2026-04-01
SUP-000401,Supplier 401,0.31,-51.05,-122.01,NA,1,2807385,2024-09-06
SUP-000402,Supplier 402,0.91,48.47,-105.23,APAC,4,4265355,2024-10-15
SUP-000403,Supplier 403,0.78,8.05,-179.13,LATAM,4,1302429,2025-06-30
SUP-000404,Supplier 404,0.12,57.94,8.87,EMEA,2,3759575,2024-03-30
SUP-000405,Supplier 405,0.99,54.14,-109.91,LATAM,2,1721410,2025-07-21
SUP-000406,Supplier 406,0.87,45.63,80.73,NA,1,3144784,2025-05-07
SUP-000407,Supplier 407,0.29,7.07,166.4,NA,2,2465067,2026-01-17
SUP-000408,Supplier 408,0.83,-27.28,-104.85,NA,3,4539046,2024-04-26
SUP-000409,Supplier 409,0.11,5.78,53.67,APAC,3,1363338,2024-01-17
SUP-000410,Supplier 410,0.99,-46.89,-103.74,APAC,1,2603486,2025-12-30
SUP-000411,Supplier 411,0.66,25.65,-173.52,EMEA,1,830762,2024-12-15
SUP-000412,Supplier 412,0.65,-42.58,93.08,EMEA,3,3170450,2024-02-28
SUP-000413,Supplier 413,0.1,6.45,-23.76,EMEA,3,194116,2025-06-09
SUP-000414,Supplier 414,0.89,-52.93,160.84,LATAM,4,2063986,2025-03-14
SUP-000415,Supplier 415,0.04,-21.06,12.34,EMEA,4,59394,2026-06-16
SUP-000416,Supplier 416,0.25,-29.83,-123.31,NA,3,1643647,2026-06-09
SUP-000417,Supplier 417,0.15,20.6,-18.08,NA,3,2425400,2025-05-23
SUP-000418,Supplier 418,0.77,42.28,-106.96,APAC,3,1665241,2024-05-30
SUP-000419,Supplier 419,0.2,-52.55,136.09,APAC,2,1935722,
SUP-000420,Supplier 420,0.9,50.54,68.73,LATAM,3,750103,2024-07-09
SUP-000421,Supplier 421,0.65,51.9,-57.15,APAC,1,3575973,2026-03-02
SUP-000422,Supplier 422,0.05,-15.51,10.02,EMEA,4,3985022,2025-07-20
SUP-000423,Supplier 423,0.02,25.67,61.01,EMEA,4,2279156,
SUP-000424,Supplier 424,0.06,-7.66,101.83,NA,2,286286,2026-07-13
SUP-000425,Supplier 425,0.6,-39.96,-151.15,LATAM,2,321384,2025-04-30
SUP-000426,Supplier 426,0.8,8.73,-171.89,APAC,2,3376679,2024-12-30
SUP-000427,Supplier 427,0.24,-48.77,-138.8,NA,4,4645321,2024-06-27
SUP-000428,Supplier 428,0.84,54.2,-37.8,APAC,1,4323656,
SUP-000429,Supplier 429,0.07,60.16,-11.99,APAC,2,2033406,2024-09-11
SUP-000430,Supplier 430,0.79,46.81,-130.87,APAC,3,2492167,2024-05-23
SUP-000431,Supplier 431,0.92,13.13,-31.98,EMEA,3,823815,2024-04-21
SUP-000432,Supplier 432,0.77,12.49,-21.02,LATAM,2,360301,2025-08-28
SUP-000433,Supplier 433,0.69,68.0,-140.73,EMEA,1,3831248,2026-05-19
SUP-000434,Supplier 434,0.83,-27.77,150.0,EMEA,3,2147803,2024-08-26
SUP-000435,Supplier 435,0.05,-50.13,35.69,EMEA,3,2489393,2024-07-24
SUP-000436,Supplier 436,0.21,13.05,-40.13,EMEA,4,1722700,2025-08-01
SUP-000437,Supplier 437,0.13,-17.26,2.49,APAC,1,1572652,2024-05-14
SUP-000438,Supplier 438,0.5,-18.1,-66.89,EMEA,1,4927841,2024-03-24
SUP-000439,Supplier 439,0.74,-59.08,127.56,LATAM,2,4082899,2025-08-24
SUP-000440,Supplier 440,0.63,17.51,27.01,APAC,3,3459413,2025-05-10
SUP-000441,Supplier 441,0.84,-25.68,-1.84,APAC,1,1951878,2024-01-28
SUP-000442,Supplier 442,0.16,-35.58,147.92,EMEA,1,3609585,2024-08-12
SUP-000443,Supplier 443,0.73,-54.74,121.67,EMEA,2,1702730,2024-07-06
SUP-000444,Supplier 444,0.2,-12.63,112.61,NA,2,2583976,2025-10-05
SUP-000445,Supplier 445,0.28,54.27,-98.78,APAC,3,733687,2025-09-20
SUP-000446,Supplier 446,0.71,-16.23,-124.88,NA,1,3549977,2025-12-06
SUP-000447,Supplier 447,0.97,28.28,68.43,APAC,4,311844,2024-04-03
SUP-000448,Supplier 448,0.61,38.35,-11.29,LATAM,1,3615629,2026-03-11
SUP-000449,Supplier 449,0.06,-17.35,66.14,NA,2,3022385,2024-07-16
SUP-000450,Supplier 450,0.61,46.81,93.83,APAC,4,341130,2026-07-25
SUP-000451,Supplier 451,0.05,29.94,-73.69,EMEA,3,2535439,2026-04-03
SUP-000452,Supplier 452,0.88,12.7,-77.53,EMEA,4,1120806,2025-03-09
SUP-000453,Supplier 453,0.71,-59.87,-3.3,EMEA,1,2385904,2026-01-11
SUP-000454,Supplier 454,0.18,-55.44,-81.52,EMEA,3,74708,2025-09-25
SUP-000455,Supplier 455,0.1,68.81,60.23,APAC,1,3611846,2025-12-31
SUP-000456,Supplier 456,0.19,41.7,88.82,EMEA,3,2553938,2024-01-18
SUP-000457,Supplier 457,0.97,61.88,-10.07,EMEA,2,1817786,2024-03-20
SUP-000458,Supplier 458,0.46,57.3,80.57,EMEA,4,4380241,2026-05-04
SUP-000459,Supplier 459,0.78,-57.34,3.76,NA,1,3228215,2026-01-07
SUP-000460,Supplier 460,0.63,42.94,76.63,NA,4,3051677,2025-08-04
SUP-000461,Supplier 461,0.57,-1.35,-99.01,EMEA,2,744142,2024-10-21
SUP-000462,Supplier 462,0.15,42.64,85.98,APAC,3,2506035,2025-02-01
SUP-000463,Supplier 463,0.94,-59.13,77.44,LATAM,3,3506086,2025-01-06
SUP-000464,Supplier 464,0.31,-22.53,-84.02,EMEA,1,4630569,2025-02-13
SUP-000465,Supplier 465,0.58,37.67,20.15,EMEA,2,3025201,2025-08-16
SUP-000466,Supplier 466,0.7,43.09,127.91,LATAM,3,869370,2025-12-16
SUP-000467,Supplier 467,0.65,20.56,-90.17,EMEA,4,3393051,
SUP-000468,Supplier 468,0.93,-20.84,84.95,EMEA,4,382275,2026-02-25
SUP-000469,Supplier 469,0.16,-19.65,163.43,EMEA,3,1571541,2024-03-26
SUP-000470,Supplier 470,0.51,65.68,131.85,APAC,2,4587355,2026-02-01
SUP-000471,Supplier 471,0.41,-2.9,-35.45,APAC,2,4010933,2025-09-30
SUP-000472,Supplier 472,0.47,-1.87,38.59,NA,2,4514880,2025-04-26
SUP-000473,Supplier 473,0.13,11.8,177.04,NA,2,1768621,2024-12-20
SUP-000474,Supplier 474,0.14,-6.76,24.64,NA,2,3418032,2024-12-16
SUP-000475,Supplier 475,0.28,11.85,-138.59,APAC,4,3503131,2024-12-06
SUP-000476,Supplier 476,0.31,-3.8,-163.64,LATAM,2,1237436,2026-06-11
SUP-000477,Supplier 477,0.43,47.47,104.51,APAC,1,4713617,2024-01-26
SUP-000478,Supplier 478,0.61,58.18,-27.49,EMEA,3,4849122,2025-08-21
SUP-000479,Supplier 479,0.63,61.17,-91.15,LATAM,3,560628,2026-07-22
SUP-000480,Supplier 480,0.41,13.36,-54.84,EMEA,2,3829078,2025-05-28
SUP-000481,Supplier 481,0.41,-2.52,92.65,APAC,3,2243986,2025-08-26
SUP-000482,Supplier 482,0.22,31.68,-12.51,NA,4,3372733,2025-07-18
SUP-000483,Supplier 483,0.59,48.98,132.66,EMEA,4,2776494,2025-04-22
SUP-000484,Supplier 484,0.32,13.19,84.57,NA,4,1122327,2025-08-17
SUP-000485,Supplier 485,0.05,31.0,170.65,LATAM,3,488853,2026-05-02
SUP-000486,Supplier 486,0.42,37.46,139.86,APAC,1,2570314,2025-11-04
SUP-000487,Supplier 487,0.47,27.93,-88.36,EMEA,3,4187722,2026-03-12
SUP-000488,Supplier 488,0.23,37.0,57.26,NA,4,4114655,2025-06-06
SUP-000489,Supplier 489,0.57,-32.88,-172.6,EMEA,4,1381146,2025-12-31
SUP-000490,Supplier 490,0.56,4.79,176.8,NA,4,4302698,2026-04-06
SUP-000491,Supplier 491,0.7,16.47,-86.04,APAC,4,1786135,2024-07-19
SUP-000492,Supplier 492,0.64,-59.68,59.33,LATAM,3,2811536,2026-03-22
SUP-000493,Supplier 493,0.65,51.28,125.7,NA,1,1628631,2025-10-10
SUP-000494,Supplier 494,0.32,19.3,-122.23,NA,2,2618741,2025-02-21
SUP-000495,Supplier 495,0.78,-43.21,125.24,EMEA,2,2651683,2025-12-31
SUP-000496,Supplier 496,0.55,46.13,-175.59,NA,4,3491442,2024-06-08
SUP-000497,Supplier 497,0.43,33.22,-20.89,NA,4,2364614,2025-10-21
SUP-000498,Supplier 498,0.62,38.58,-10.07,LATAM,2,2645961,2025-06-28
SUP-000499,Supplier 499,0.36,-9.03,-45.33,APAC,2,3260212,2026-04-18
SUP-000500,Supplier 500,0.51,51.05,31.1,EMEA,1,2094228,2025-08-08
SUP-000501,Supplier 501,0.73,-6.18,149.34,APAC,1,2626754,2025-05-11
SUP-000502,Supplier 502,0.88,14.17,-62.28,APAC,2,436240,2025-05-09
SUP-000503,Supplier 503,0.91,-59.92,28.53,APAC,1,4350412,2025-06-07
SUP-000504,Supplier 504,0.5,23.83,135.89,NA,2,638987,2026-04-20
SUP-000505,Supplier 505,0.52,33.36,98.28,LATAM,4,4366043,2026-01-11
SUP-000506,Supplier 506,0.79,13.72,-165.34,LATAM,3,3803774,2024-03-28
SUP-000507,Supplier 507,0.32,4.55,159.4,EMEA,3,4738834,2025-05-17
SUP-000508,Supplier 508,0.83,45.29,-163.21,EMEA,1,133073,2024-09-28
SUP-000509,Supplier 509,0.49,28.58,31.95,NA,4,1093656,2024-06-04
SUP-000510,Supplier 510,0.12,-23.85,27.13,EMEA,3,271002,2026-03-28
SUP-000511,Supplier 511,0.08,64.68,103.1,APAC,3,2093753,2026-03-20
SUP-000512,Supplier 512,0.84,31.94,-126.56,APAC,2,4524171,2026-06-05
SUP-000513,Supplier 513,0.06,68.43,-115.43,NA,3,3833703,2025-01-06
SUP-000514,Supplier 514,0.28,66.26,90.76,LATAM,4,3522945,2025-02-06
SUP-000515,Supplier 515,0.34,59.46,-126.18,APAC,3,4243517,2026-01-04
SUP-000516,Supplier 516,0.18,38.2,-11.0,EMEA,2,31021,2024-06-30
SUP-000517,Supplier 517,0.32,19.23,83.39,NA,3,3940442,2024-02-21
SUP-000518,Supplier 518,0.74,-37.62,54.45,NA,4,1567096,2025-01-31
SUP-000519,Supplier 519,0.02,10.64,-104.18,LATAM,2,3457739,2025-08-16
SUP-000520,Supplier 520,0.82,39.5,-70.57,NA,4,3818959,2025-03-06
SUP-000521,Supplier 521,0.85,7.71,168.83,NA,3,3431895,2024-07-18
SUP-000522,Supplier 522,0.37,52.87,-18.48,EMEA,1,2093827,2025-05-05
SUP-000523,Supplier 523,0.16,-45.74,-164.0,NA,4,3061840,2026-06-08
SUP-000524,Supplier 524,0.6,-10.48,-100.95,APAC,3,2349301,2024-09-15
SUP-000525,Supplier 525,0.13,5.78,-56.72,LATAM,2,3145296,2025-01-12
SUP-000526,Supplier 526,0.37,-3.8,179.82,LATAM,1,2299407,2024-10-22
SUP-000527,Supplier 527,0.95,-45.88,-71.03,APAC,4,1976336,2024-10-04
SUP-000528,Supplier 528,0.99,-40.04,-170.5,EMEA,4,1018650,2025-09-10
SUP-000529,Supplier 529,0.77,48.89,4.65,NA,1,1943354,2024-12-19
SUP-000530,Supplier 530,0.31,2.97,-149.9,APAC,3,3609743,2025-08-09
SUP-000531,Supplier 531,0.68,-53.67,-81.34,APAC,1,4352544,2024-01-19
SUP-000532,Supplier 532,0.7,-57.86,177.26,LATAM,2,524001,2025-09-17
SUP-000533,Supplier 533,0.39,1.55,73.67,APAC,3,922155,2024-04-09
SUP-000534,Supplier 534,0.64,-38.63,-161.76,NA,1,2541183,2024-12-22
SUP-000535,Supplier 535,0.02,31.67,-18.47,LATAM,3,3515864,2026-04-03
SUP-000536,Supplier 536,0.21,43.39,-118.21,EMEA,2,858079,2024-11-13
SUP-000537,Supplier 537,0.52,-30.32,-135.74,NA,3,1631156,
SUP-000538,Supplier 538,0.17,16.98,31.34,EMEA,4,242198,2024-11-27
SUP-000539,Supplier 539,0.17,-39.92,2.04,NA,1,272429,2026-05-01
SUP-000540,Supplier 540,0.83,-20.53,87.43,EMEA,4,724786,2026-06-16
SUP-000541,Supplier 541,0.98,55.54,141.23,NA,1,3648578,2026-05-08
SUP-000542,Supplier 542,0.55,10.73,-91.19,APAC,1,4347981,2025-01-08
SUP-000543,Supplier 543,0.83,55.17,152.28,LATAM,2,2499271,2024-10-26
SUP-000544,Supplier 544,0.98,-30.72,6.48,EMEA,2,888976,2025-07-26
SUP-000545,Supplier 545,0.15,-17.1,-86.82,EMEA,1,4607957,2026-02-09
SUP-000546,Supplier 546,0.45,1.22,124.48,EMEA,2,1399062,2025-05-08
SUP-000547,Supplier 547,0.39,2.41,-167.21,APAC,4,781907,2025-11-27
SUP-000548,Supplier 548,0.09,69.69,21.42,LATAM,3,699092,2026-04-07
SUP-000549,Supplier 549,0.75,-45.12,79.78,LATAM,3,1771815,2025-12-10
SUP-000550,Supplier 550,0.44,50.76,-79.21,LATAM,1,3680370,2024-12-14
SUP-000551,Supplier 551,0.47,52.28,130.86,APAC,1,1991570,2024-08-23
SUP-000552,Supplier 552,0.16,11.92,-93.5,APAC,2,2232791,2025-02-13
SUP-000553,Supplier 553,0.19,-15.28,122.35,LATAM,4,1707976,2025-06-26
SUP-000554,Supplier 554,0.9,7.5,-151.72,EMEA,4,4718738,2026-03-06
SUP-000555,Supplier 555,0.05,-21.98,-122.43,APAC,1,3421178,2024-10-10
SUP-000556,Supplier 556,0.24,43.88,-42.85,APAC,2,3324979,2024-05-31
SUP-000557,Supplier 557,0.3,4.78,127.46,NA,2,2193712,2024-10-24
SUP-000558,Supplier 558,0.49,60.36,-127.95,NA,3,2661632,2025-07-15
SUP-000559,Supplier 559,0.58,20.95,135.16,EMEA,1,4426117,2024-08-07
SUP-000560,Supplier 560,0.49,6.86,-97.3,EMEA,2,3286588,2025-01-12
SUP-000561,Supplier 561,0.09,32.44,-17.1,LATAM,4,4070737,2024-08-30
SUP-000562,Supplier 562,0.25,5.51,-53.02,EMEA,2,211722,2026-07-19
SUP-000563,Supplier 563,0.84,57.59,-137.47,APAC,4,4299296,2025-04-28
SUP-000564,Supplier 564,0.63,-36.02,159.95,EMEA,3,4753794,2025-11-11
SUP-000565,Supplier 565,0.65,66.54,-22.26,NA,3,3343826,2025-05-06
SUP-000566,Supplier 566,0.67,45.58,68.52,NA,2,4782583,2024-01-10
SUP-000567,Supplier 567,0.76,51.9,27.1,APAC,4,2843016,2024-09-06
SUP-000568,Supplier 568,0.07,2.78,0.62,APAC,1,1387937,2026-03-03
SUP-000569,Supplier 569,0.37,48.84,41.97,APAC,4,3035395,
SUP-000570,Supplier 570,0.54,-20.12,143.4,NA,4,3145194,2025-10-25
SUP-000571,Supplier 571,0.34,39.05,71.75,APAC,3,731641,2025-12-20
SUP-000572,Supplier 572,0.84,-41.74,11.69,APAC,4,1017557,2025-06-13
SUP-000573,Supplier 573,0.48,-20.08,52.27,LATAM,3,1464090,2025-06-29
SUP-000574,Supplier 574,0.76,-2.05,38.3,EMEA,3,2741884,2024-08-10
SUP-000575,Supplier 575,0.84,-18.1,-24.08,APAC,1,748487,2024-08-23
SUP-000576,Supplier 576,0.5,-9.69,44.92,LATAM,1,3856238,2024-05-20
SUP-000577,Supplier 577,0.9,46.61,-20.31,EMEA,1,556262,
SUP-000578,Supplier 578,0.59,-26.63,92.74,NA,1,4699710,2025-08-16
SUP-000579,Supplier 579,0.84,36.89,168.81,APAC,4,3382254,2026-05-26
SUP-000580,Supplier 580,0.34,-50.42,165.55,APAC,1,1702692,2025-02-19
SUP-000581,Supplier 581,0.5,39.55,115.46,EMEA,1,1868967,2025-07-22
SUP-000582,Supplier 582,0.53,42.96,36.63,NA,4,3470591,2026-03-24
SUP-000583,Supplier 583,0.11,-7.78,89.76,APAC,2,453052,2025-10-01
SUP-000584,Supplier 584,0.4,33.92,-115.9,EMEA,4,3584971,2024-09-04
SUP-000585,Supplier 585,0.91,58.97,-7.55,EMEA,4,2765329,2024-09-22
SUP-000586,Supplier 586,0.63,44.09,-87.37,LATAM,3,1113532,2025-08-24
SUP-000587,Supplier 587,0.18,-9.24,-178.74,APAC,4,4487483,2024-09-28
SUP-000588,Supplier 588,0.34,2.95,168.03,APAC,4,3148870,2024-08-22
SUP-000589,Supplier 589,0.2,41.32,130.99,APAC,1,826660,2025-07-12
SUP-000590,Supplier 590,0.03,-21.96,4.93,APAC,1,3280552,2025-08-23
SUP-000591,Supplier 591,0.92,44.5,-88.51,LATAM,2,2062064,
SUP-000592,Supplier 592,0.45,-17.35,69.47,NA,3,3822739,2024-02-15
SUP-000593,Supplier 593,0.31,44.78,-23.47,EMEA,4,2465651,2025-12-26
SUP-000594,Supplier 594,0.6,-48.72,109.21,APAC,1,4999736,2025-01-04
SUP-000595,Supplier 595,0.02,-54.23,179.83,LATAM,1,4637348,
SUP-000596,Supplier 596,0.28,69.7,-54.33,EMEA,2,210759,
SUP-000597,Supplier 597,0.7,53.03,-92.01,APAC,2,2060710,2024-10-23
SUP-000598,Supplier 598,0.63,54.77,-83.74,LATAM,4,1019502,2025-07-26
SUP-000599,Supplier 599,0.97,63.67,-146.4,LATAM,2,2256742,2024-04-27
SUP-000600,Supplier 600,0.62,-3.02,-38.14,APAC,4,733941,2024-10-25
SUP-000601,Supplier 601,0.48,-22.71,-173.73,NA,1,2682979,2025-11-09
SUP-000602,Supplier 602,0.76,-43.1,-138.82,EMEA,1,780625,2025-12-29
SUP-000603,Supplier 603,0.9,5.16,-82.19,EMEA,4,3119484,
SUP-000604,Supplier 604,0.72,-31.39,-122.45,NA,1,2276700,2024-04-18
SUP-000605,Supplier 605,0.95,61.62,83.58,APAC,1,4965163,2024-01-25
SUP-000606,Supplier 606,0.78,-59.48,-141.98,APAC,3,4393897,2025-06-09
SUP-000607,Supplier 607,0.86,-41.38,131.76,EMEA,1,3005080,2025-10-16
SUP-000608,Supplier 608,0.12,-27.96,-100.4,LATAM,1,2249129,2025-07-14
SUP-000609,Supplier 609,0.73,-34.14,-140.91,NA,2,3582212,2025-01-17
SUP-000610,Supplier 610,0.44,-30.65,-176.36,APAC,3,3345717,2024-01-21
SUP-000611,Supplier 611,0.55,25.29,77.47,EMEA,3,705277,2024-08-01
SUP-000612,Supplier 612,0.65,-17.42,-87.62,NA,3,1888730,2024-02-03
SUP-000613,Supplier 613,0.96,19.95,3.42,LATAM,1,4960956,
SUP-000614,Supplier 614,0.97,55.73,-139.82,EMEA,2,1605119,2024-10-17
SUP-000615,Supplier 615,0.29,18.33,174.71,LATAM,2,76127,2024-03-08
SUP-000616,Supplier 616,0.73,30.29,-134.86,EMEA,2,4172833,2025-07-28
SUP-000617,Supplier 617,0.74,-12.48,-31.71,LATAM,3,4664878,2024-12-15
SUP-000618,Supplier 618,0.35,-39.23,126.59,NA,1,3281182,2026-06-27
SUP-000619,Supplier 619,0.13,-18.32,-91.84,EMEA,3,3178604,2025-01-29
SUP-000620,Supplier 620,0.05,65.36,-83.89,LATAM,4,1760967,2024-03-26
SUP-000621,Supplier 621,0.77,20.84,111.06,EMEA,3,1803354,2025-10-27
SUP-000622,Supplier 622,0.49,-23.92,-81.6,APAC,2,4571659,2025-10-25
SUP-000623,Supplier 623,0.98,-1.38,-178.97,LATAM,2,4291712,2026-05-27
SUP-000624,Supplier 624,0.47,48.62,-25.95,LATAM,3,2497572,
SUP-000625,Supplier 625,0.97,26.9,-175.49,APAC,3,1572411,2024-12-07
SUP-000626,Supplier 626,0.41,12.88,147.53,NA,2,949490,2025-09-23
SUP-000627,Supplier 627,0.79,55.07,51.05,EMEA,1,64393,2026-01-23
SUP-000628,Supplier 628,0.09,27.42,29.89,LATAM,3,2421277,2025-05-02
SUP-000629,Supplier 629,0.55,23.55,-107.43,EMEA,3,2773763,2026-01-20
SUP-000630,Supplier 630,0.8,-35.33,71.98,APAC,1,3376750,2026-07-01
SUP-000631,Supplier 631,0.92,-46.17,63.81,APAC,3,4027439,2025-12-13
SUP-000632,Supplier 632,0.82,65.47,-158.23,EMEA,1,1841891,2025-04-18
SUP-000633,Supplier 633,0.05,17.85,137.1,NA,3,842331,2025-04-10
SUP-000634,Supplier 634,0.38,-5.96,28.59,EMEA,3,4220485,2026-03-02
SUP-000635,Supplier 635,0.06,16.57,105.29,EMEA,1,3814684,2026-04-04
SUP-000636,Supplier 636,0.12,-51.96,-85.35,NA,3,2670388,2024-09-04
SUP-000637,Supplier 637,0.67,46.88,-136.06,EMEA,1,205459,2024-01-10
